sequence_number,V_allele,D_allele,J_allele
510,ighv2-70*20,ighd4-4*01,ighj5*01
511,ighv2-26*03,ighd3-16*01,ighj4*02
512,ighv3-64*03,ighd1-7*01,ighj4*03
513,ighv1-69*14,ighd2-8*02,ighj4*03
514,ighv3-35*02,ighd1-7*01,ighj4*02
515,ighv1-69-2*01,ighd1-1*01,ighj4*03
516,ighv1-46*04,ighd4-17*01,ighj4*03
517,ighv1-3*03,ighd6-6*01,ighj6*01
518,ighv1-18*04,ighd2-2*01,ighj4*03
519,ighv3-53*01,ighd3-3*01,ighj4*02
520,ighv3-43d*04,ighd6-25*01,ighj5*02
521,ighv2-70d*04,ighd6-25*01,ighj6*01
522,ighv1-69d*01,ighd4-4*01,ighj5*02
523,ighv2-5*01,ighd3-10*01,ighj4*02
524,ighv1-69-2*01,ighd3-10*02,ighj4*03
525,ighv3-13*05,ighd1-7*01,ighj3*02
526,ighv3-48*04,ighd3-16*02,ighj4*03
527,ighv3-72*01,ighd5-5*01,ighj4*02
528,ighv2-70d*14,ighd1-20*01,ighj4*02
529,ighv3-9*02,ighd3-10*02,ighj4*03
530,ighv3-73*01,ighd5-5*01,ighj4*03
531,ighv3-13*05,ighd4-4*01,ighj6*01
532,ighv1-18*03,ighd2-15*01,ighj6*04
533,ighv1-45*01,ighd1-7*01,ighj4*03
534,ighv1-2*06,ighd6-6*01,ighj5*02
535,ighv1-58*01,ighd2-21*01,ighj2*01
536,ighv6-1*02,ighd5-18*01,ighj5*01
537,ighv4-34*09,ighd6-6*01,ighj6*04
538,ighv1-24*01,ighd3-3*02,ighj3*02
539,ighv3-30-3*03,ighd3-10*01,ighj6*04
540,ighv3-74*02,ighd4-17*01,ighj5*01
541,ighv3-43d*03,ighd6-13*01,ighj3*02
542,ighv1-45*02,ighd3-16*01,ighj4*02
543,ighv3-43d*04,ighd3-10*01,ighj4*02
544,ighv2-70*10,ighd2-15*01,ighj3*01
545,ighv2-26*03,ighd3-3*01,ighj4*02
546,ighv3-49*01,ighd6-13*01,ighj3*01
547,ighv3-64d*09,ighd3-3*01,ighj4*02
548,ighv2-70d*14,ighd3-16*01,ighj5*02
549,ighv3-73*02,ighd6-25*01,ighj3*01
550,ighv1-46*03,ighd2-2*02,ighj5*02
551,ighv1-45*02,ighd3-10*01,ighj4*02
552,ighv1-2*06,ighd1-20*01,ighj6*04
553,ighv3-30-5*02,ighd1-7*01,ighj6*01
554,ighv1-8*02,ighd6-6*01,ighj5*01
555,ighv3-73*02,ighd7-27*01,ighj4*02
556,ighv1-69d*01,ighd1-20*01,ighj6*01
557,ighv1-2*07,ighd3-3*02,ighj4*03
558,ighv1-58*01,ighd3-3*01,ighj5*02
559,ighv1-18*03,ighd5-18*01,ighj4*02
560,ighv1-3*02,ighd2-15*01,ighj4*02
561,ighv2-26*02,ighd5-18*01,ighj4*03
562,ighv1-69-2*01,ighd6-13*01,ighj4*02
563,ighv2-70*10,ighd5-12*01,ighj1*01
564,ighv1-46*04,ighd4-4*01,ighj6*01
565,ighv4-4*08,ighd3-22*01,ighj4*03
566,ighv3-72*01,ighd3-16*02,ighj4*03
567,ighv1-24*01,ighd3-9*01,ighj5*02
568,ighv2-70d*14,ighd6-19*01,ighj4*02
569,ighv1-8*02,ighd6-13*01,ighj4*03
570,ighv1-58*02,ighd2-8*02,ighj4*03
571,ighv3-21*02,ighd7-27*01,ighj4*02
572,ighv3-43d*04,ighd6-25*01,ighj4*02
573,ighv3-23d*01,ighd6-25*01,ighj6*01
574,ighv3-64d*06,ighd3-22*01,ighj4*03
575,ighv2-70*20,ighd3-22*01,ighj5*01
576,ighv1-24*01,ighd1-26*01,ighj3*01
577,ighv3-73*02,ighd3-22*01,ighj4*02
578,ighv3-48*03,ighd1-26*01,ighj3*01
579,ighv1-45*01,ighd5-18*01,ighj5*01
580,ighv1-8*02,ighd3-3*02,ighj2*01
581,ighv3-13*01,ighd3-16*01,ighj4*02
582,ighv3-23d*01,ighd1-1*01,ighj4*03
583,ighv3-73*02,ighd3-10*01,ighj1*01
584,ighv1-69*09,ighd6-25*01,ighj6*04
585,ighv4-28*06,ighd3-3*02,ighj4*03
586,ighv3-72*01,ighd3-16*01,ighj4*02
587,ighv1-24*01,ighd3-16*01,ighj4*02
588,ighv1-24*01,ighd3-10*02,ighj4*03
589,ighv3-9*02,ighd3-22*01,ighj6*01
590,ighv2-70d*04,ighd3-10*02,ighj6*01
591,ighv2-26*02,ighd1-20*01,ighj4*03
592,ighv2-70d*14,ighd3-3*01,ighj6*04
593,ighv1-46*03,ighd2-15*01,ighj6*04
594,ighv1-2*07,ighd3-3*02,ighj2*01
595,ighv3-33*06,ighd2-21*01,ighj4*02
596,ighv3-72*01,ighd3-9*01,ighj4*02
597,ighv1-69d*01,ighd1-1*01,ighj5*01
598,ighv3-15*06,ighd3-16*02,ighj3*02
599,ighv3-66*01,ighd5-18*01,ighj4*03
600,ighv3-72*01,ighd2-21*02,ighj4*03
601,ighv1-46*03,ighd2-21*01,ighj4*02
602,ighv3-49*05,ighd4-4*01,ighj4*03
603,ighv1-8*02,ighd1-20*01,ighj4*03
604,ighv4-30-2*03,ighd6-13*01,ighj4*02
605,ighv4-61*08,ighd6-6*01,ighj5*01
606,ighv3-11*05,ighd2-2*02,ighj4*02
607,ighv1-46*03,ighd4-17*01,ighj4*02
608,ighv3-nl1*01,ighd3-10*02,ighj3*02
609,ighv1-2*07,ighd1-20*01,ighj6*01
610,ighv3-9*01,ighd2-2*02,ighj1*01
611,ighv1-24*01,ighd5-5*01,ighj6*01
612,ighv1-8*01,ighd3-16*01,ighj6*04
613,ighv4-38-2*01,ighd5-18*01,ighj4*02
614,ighv4-34*10,ighd3-10*02,ighj6*01
615,ighv6-1*02,ighd5-18*01,ighj2*01
616,ighv1-69d*01,ighd3-22*01,ighj4*02
617,ighv1-24*01,ighd1-7*01,ighj4*03
618,ighv5-51*03,ighd1-7*01,ighj3*01
619,ighv4-28*05,ighd3-22*01,ighj4*02
620,ighv2-70d*04,ighd2-15*01,ighj4*03
621,ighv2-70d*04,ighd1-1*01,ighj5*01
622,ighv1-8*01,ighd4-4*01,ighj4*02
623,ighv1-46*04,ighd6-13*01,ighj4*03
624,ighv1-3*03,ighd6-25*01,ighj4*03
625,ighv3-23d*01,ighd6-19*01,ighj1*01
626,ighv2-5*02,ighd1-20*01,ighj4*03
627,ighv1-69d*01,ighd4-17*01,ighj4*02
628,ighv3-64*05,ighd1-20*01,ighj1*01
629,ighv1-58*02,ighd3-16*02,ighj5*01
630,ighv1-24*01,ighd3-9*01,ighj4*03
631,ighv2-5*02,ighd6-25*01,ighj3*02
632,ighv1-69d*01,ighd1-1*01,ighj5*01
633,ighv3-62*04,ighd6-13*01,ighj6*04
634,ighv1-45*01,ighd2-21*02,ighj5*01
635,ighv1-2*06,ighd2-8*01,ighj4*02
636,ighv2-70d*04,ighd3-9*01,ighj6*01
637,ighv3-21*06,ighd4-17*01,ighj4*03
638,ighv1-3*02,ighd2-8*01,ighj4*02
639,ighv3-30*03,ighd2-2*02,ighj6*04
640,ighv1-8*02,ighd6-19*01,ighj4*03
641,ighv1-8*02,ighd3-16*02,ighj4*03
642,ighv1-69-2*01,ighd1-1*01,ighj3*02
643,ighv2-26*02,ighd1-26*01,ighj4*03
644,ighv2-5*01,ighd2-15*01,ighj4*02
645,ighv2-70d*04,ighd3-22*01,ighj6*01
646,ighv7-4-1*02,ighd6-6*01,ighj4*02
647,ighv3-62*04,ighd3-9*01,ighj4*03
648,ighv5-10-1*03,ighd2-8*01,ighj4*02
649,ighv1-24*01,ighd3-3*02,ighj6*01
650,ighv1-8*02,ighd3-22*01,ighj4*03
651,ighv7-4-1*01,ighd3-9*01,ighj3*02
652,ighv3-23*04,ighd6-25*01,ighj4*03
653,ighv3-64*05,ighd3-10*01,ighj6*04
654,ighv2-5*01,ighd3-22*01,ighj1*01
655,ighv3-64*05,ighd3-10*01,ighj5*02
656,ighv3-74*02,ighd6-6*01,ighj3*02
657,ighv2-5*02,ighd2-8*02,ighj5*01
658,ighv3-13*05,ighd4-17*01,ighj4*03
659,ighv1-24*01,ighd3-10*01,ighj4*02
660,ighv1-69d*01,ighd3-16*02,ighj5*01
661,ighv3-66*01,ighd1-20*01,ighj4*03
662,ighv3-48*03,ighd1-1*01,ighj6*04
663,ighv4-4*08,ighd3-10*02,ighj5*01
664,ighv2-70*20,ighd4-17*01,ighj4*03
665,ighv3-66*01,ighd3-22*01,ighj4*03
666,ighv1-46*04,ighd3-22*01,ighj6*01
667,ighv3-30-3*02,ighd5-5*01,ighj3*02
668,ighv5-51*07,ighd2-2*01,ighj2*01
669,ighv1-24*01,ighd6-6*01,ighj4*02
670,ighv1-2*06,ighd5-18*01,ighj6*04
671,ighv3-33*06,ighd3-16*01,ighj4*02
672,ighv3-nl1*01,ighd6-25*01,ighj4*02
673,ighv3-48*04,ighd5-18*01,ighj3*02
674,ighv2-26*02,ighd5-18*01,ighj4*03
675,ighv1-8*01,ighd1-1*01,ighj3*01
676,ighv3-21*02,ighd2-8*01,ighj4*02
677,ighv2-70*10,ighd5-12*01,ighj5*02
678,ighv2-26*03,ighd6-19*01,ighj4*02
679,ighv1-69*14,ighd5-5*01,ighj3*02
680,ighv1-18*03,ighd2-15*01,ighj4*02
681,ighv1-69d*01,ighd5-12*01,ighj4*02
682,ighv2-70*10,ighd6-25*01,ighj4*02
683,ighv1-8*01,ighd1-1*01,ighj5*02
684,ighv7-4-1*02,ighd5-12*01,ighj6*04
685,ighv2-5*01,ighd2-8*01,ighj6*04
686,ighv1-45*01,ighd1-1*01,ighj6*01
687,ighv2-70*10,ighd6-13*01,ighj4*02
688,ighv2-5*01,ighd5-18*01,ighj4*02
689,ighv5-10-1*04,ighd2-2*01,ighj4*03
690,ighv3-53*02,ighd3-9*01,ighj4*03
691,ighv1-46*04,ighd3-16*02,ighj4*03
692,ighv3-64*03,ighd5-5*01,ighj6*01
693,ighv2-5*01,ighd2-21*01,ighj6*04
694,ighv1-8*02,ighd1-1*01,ighj4*03
695,ighv5-51*03,ighd1-7*01,ighj6*04
696,ighv3-11*05,ighd3-10*01,ighj6*04
697,ighv4-59*01,ighd5-12*01,ighj4*02
698,ighv1-2*07,ighd2-21*02,ighj4*03
699,ighv3-11*06,ighd2-15*01,ighj4*03
700,ighv7-4-1*01,ighd2-21*02,ighj4*03
701,ighv3-48*03,ighd1-20*01,ighj3*01
702,ighv3-20*04,ighd2-2*02,ighj4*02
703,ighv4-30-4*01,ighd3-3*01,ighj5*02
704,ighv3-48*03,ighd3-22*01,ighj4*02
705,ighv4-59*11,ighd5-18*01,ighj3*02
706,ighv1-3*02,ighd2-2*02,ighj4*02
707,ighv3-15*05,ighd3-16*01,ighj6*04
708,ighv3-64*03,ighd6-25*01,ighj4*03
709,ighv2-70d*14,ighd5-5*01,ighj3*01
710,ighv1-46*03,ighd2-21*01,ighj2*01
711,ighv3-49*01,ighd2-2*02,ighj6*04
712,ighv6-1*01,ighd2-8*01,ighj5*02
713,ighv1-18*03,ighd2-8*01,ighj3*01
714,ighv1-24*01,ighd6-25*01,ighj5*02
715,ighv5-51*03,ighd2-2*02,ighj4*02
716,ighv1-58*02,ighd6-19*01,ighj4*03
717,ighv5-51*07,ighd6-6*01,ighj4*03
718,ighv1-58*02,ighd6-6*01,ighj5*01
719,ighv1-58*01,ighd2-8*01,ighj6*04
720,ighv3-64d*09,ighd5-5*01,ighj6*04
721,ighv3-23*01,ighd1-26*01,ighj4*02
722,ighv2-70d*04,ighd3-3*02,ighj4*03
723,ighv3-53*02,ighd2-8*02,ighj4*03
724,ighv3-53*01,ighd6-13*01,ighj4*02
725,ighv1-69*14,ighd3-3*02,ighj4*03
726,ighv1-2*07,ighd3-16*02,ighj4*03
727,ighv2-70d*14,ighd3-16*01,ighj4*02
728,ighv1-46*04,ighd6-13*01,ighj4*03
729,ighv1-2*07,ighd6-13*01,ighj4*03
730,ighv1-2*07,ighd6-13*01,ighj4*03
731,ighv4-59*01,ighd3-22*01,ighj6*04
732,ighv1-46*04,ighd2-21*02,ighj4*03
733,ighv1-69d*01,ighd2-8*01,ighj5*02
734,ighv3-33*02,ighd6-6*01,ighj4*03
735,ighv2-70*20,ighd6-25*01,ighj5*01
736,ighv2-26*02,ighd4-17*01,ighj3*02
737,ighv1-3*03,ighd5-18*01,ighj4*03
738,ighv3-73*02,ighd2-21*01,ighj4*02
739,ighv3-43d*04,ighd5-5*01,ighj6*04
740,ighv4-61*02,ighd3-3*01,ighj3*01
741,ighv3-43d*04,ighd1-20*01,ighj5*02
742,ighv3-21*06,ighd2-8*02,ighj4*03
743,ighv3-11*06,ighd7-27*01,ighj6*01
744,ighv1-8*01,ighd3-22*01,ighj4*02
745,ighv1-46*03,ighd5-18*01,ighj5*02
746,ighv1-2*07,ighd6-25*01,ighj4*03
747,ighv3-15*05,ighd6-13*01,ighj4*02
748,ighv1-69-2*01,ighd3-9*01,ighj2*01
749,ighv1-8*02,ighd6-19*01,ighj4*03
750,ighv1-46*03,ighd6-13*01,ighj6*04
751,ighv1-8*01,ighd2-2*02,ighj4*02
752,ighv4-28*06,ighd3-10*02,ighj6*01
753,ighv2-26*03,ighd3-9*01,ighj4*02
754,ighv1-24*01,ighd1-20*01,ighj4*02
755,ighv2-26*03,ighd2-21*01,ighj6*04
756,ighv1-8*01,ighd3-10*01,ighj4*02
757,ighv1-8*02,ighd3-10*02,ighj2*01
758,ighv1-8*02,ighd4-4*01,ighj4*03
759,ighv1-3*03,ighd3-3*02,ighj4*03
760,ighv1-45*02,ighd5-5*01,ighj4*02
761,ighv2-70d*14,ighd3-22*01,ighj3*01
762,ighv3-62*04,ighd3-22*01,ighj4*03
763,ighv3-64d*09,ighd6-6*01,ighj4*02
764,ighv3-13*05,ighd3-9*01,ighj5*01
765,ighv3-21*06,ighd6-19*01,ighj5*01
766,ighv2-70d*14,ighd6-6*01,ighj4*02
767,ighv2-5*01,ighd2-21*01,ighj4*02
768,ighv6-1*02,ighd3-16*02,ighj4*03
769,ighv1-69d*01,ighd2-15*01,ighj3*02
770,ighv3-23d*01,ighd3-3*02,ighj3*02
771,ighv3-64d*06,ighd1-26*01,ighj5*01
772,ighv1-46*04,ighd1-1*01,ighj4*03
773,ighv1-3*02,ighd6-19*01,ighj5*02
774,ighv1-24*01,ighd3-22*01,ighj6*04
775,ighv1-3*03,ighd7-27*01,ighj6*01
776,ighv3-66*03,ighd4-17*01,ighj4*02
777,ighv5-10-1*04,ighd1-26*01,ighj4*03
778,ighv1-8*02,ighd6-13*01,ighj6*01
779,ighv3-nl1*01,ighd5-5*01,ighj4*02
780,ighv1-58*02,ighd6-19*01,ighj4*03
781,ighv3-15*06,ighd2-8*02,ighj3*02
782,ighv1-46*03,ighd5-12*01,ighj4*02
783,ighv3-64*05,ighd5-18*01,ighj5*02
784,ighv6-1*01,ighd1-26*01,ighj4*02
785,ighv2-26*02,ighd5-5*01,ighj4*03
786,ighv2-70d*14,ighd3-10*01,ighj6*04
787,ighv3-43d*03,ighd6-6*01,ighj4*03
788,ighv7-4-1*02,ighd3-3*01,ighj1*01
789,ighv3-66*01,ighd6-6*01,ighj3*02
790,ighv1-8*01,ighd3-10*01,ighj6*04
791,ighv4-31*10,ighd6-13*01,ighj3*01
792,ighv3-53*01,ighd1-1*01,ighj4*02
793,ighv2-70d*04,ighd5-18*01,ighj6*01
794,ighv3-49*01,ighd2-2*02,ighj4*02
795,ighv1-8*02,ighd6-19*01,ighj4*03
796,ighv1-8*02,ighd6-25*01,ighj4*03
797,ighv2-70*10,ighd3-10*01,ighj6*04
798,ighv1-69*14,ighd6-19*01,ighj5*01
799,ighv1-24*01,ighd1-20*01,ighj4*02
800,ighv3-43*02,ighd6-6*01,ighj4*02
801,ighv1-46*04,ighd2-21*02,ighj4*03
802,ighv1-2*06,ighd2-15*01,ighj4*02
803,ighv2-5*01,ighd1-20*01,ighj4*02
804,ighv1-2*07,ighd3-16*02,ighj5*01
805,ighv1-8*02,ighd4-17*01,ighj4*03
806,ighv1-18*04,ighd3-16*02,ighj6*01
807,ighv1-69*14,ighd2-15*01,ighj4*03
808,ighv1-3*03,ighd1-20*01,ighj4*03
809,ighv2-70d*04,ighd1-1*01,ighj4*03
810,ighv1-69d*01,ighd1-20*01,ighj4*03
811,ighv2-26*02,ighd2-2*01,ighj4*03
812,ighv1-69*14,ighd2-8*02,ighj4*03
813,ighv3-53*01,ighd2-15*01,ighj4*02
814,ighv2-26*03,ighd4-17*01,ighj4*02
815,ighv2-5*01,ighd5-18*01,ighj2*01
816,ighv1-18*04,ighd2-21*02,ighj4*03
817,ighv1-69d*01,ighd2-2*02,ighj4*02
818,ighv1-69d*01,ighd4-4*01,ighj5*01
819,ighv3-74*02,ighd1-7*01,ighj5*01
820,ighv5-51*03,ighd2-15*01,ighj4*02
821,ighv1-8*01,ighd6-6*01,ighj5*02
822,ighv3-23d*01,ighd6-13*01,ighj4*02
823,ighv6-1*02,ighd5-18*01,ighj4*03
824,ighv2-70*20,ighd2-2*01,ighj4*03
825,ighv3-64d*09,ighd3-9*01,ighj3*01
826,ighv2-26*02,ighd5-18*01,ighj3*02
827,ighv1-45*01,ighd6-25*01,ighj4*03
828,ighv4-4*01,ighd2-2*02,ighj6*04
829,ighv7-4-1*02,ighd3-10*01,ighj4*02
830,ighv1-18*03,ighd2-2*02,ighj4*02
831,ighv2-26*02,ighd3-10*02,ighj3*02
832,ighv2-70d*04,ighd6-13*01,ighj3*02
833,ighv4-28*06,ighd3-10*02,ighj6*01
834,ighv3-9*01,ighd2-15*01,ighj4*02
835,ighv1-69d*01,ighd4-17*01,ighj4*02
836,ighv3-21*06,ighd3-3*02,ighj4*03
837,ighv2-26*02,ighd3-9*01,ighj4*03
838,ighv3-13*05,ighd3-22*01,ighj5*01
839,ighv4-61*08,ighd7-27*01,ighj6*01
840,ighv3-30-5*02,ighd1-20*01,ighj6*01
841,ighv1-2*06,ighd5-5*01,ighj6*04
842,ighv1-69*14,ighd3-16*02,ighj3*02
843,ighv1-58*01,ighd2-21*01,ighj3*01
844,ighv3-33*02,ighd4-17*01,ighj6*01
845,ighv2-26*03,ighd6-25*01,ighj4*02
846,ighv2-70d*14,ighd6-25*01,ighj4*02
847,ighv1-18*03,ighd5-12*01,ighj3*01
848,ighv3-30*03,ighd3-9*01,ighj6*04
849,ighv1-58*02,ighd5-12*01,ighj6*01
850,ighv3-64d*09,ighd3-3*01,ighj3*01
851,ighv3-43d*04,ighd5-18*01,ighj4*02
852,ighv5-51*03,ighd3-22*01,ighj5*02
853,ighv3-35*02,ighd6-13*01,ighj3*01
854,ighv2-5*01,ighd1-26*01,ighj4*02
855,ighv3-13*05,ighd6-25*01,ighj4*03
856,ighv7-4-1*01,ighd3-10*02,ighj6*01
857,ighv2-26*02,ighd4-4*01,ighj6*01
858,ighv1-45*02,ighd1-26*01,ighj6*04
859,ighv1-69-2*01,ighd6-13*01,ighj6*04
860,ighv5-10-1*03,ighd1-1*01,ighj2*01
861,ighv7-4-1*02,ighd1-26*01,ighj6*04
862,ighv1-8*01,ighd3-9*01,ighj4*02
863,ighv3-nl1*01,ighd3-16*02,ighj3*02
864,ighv2-5*02,ighd6-13*01,ighj4*03
865,ighv3-30*03,ighd1-1*01,ighj4*02
866,ighv1-3*03,ighd3-22*01,ighj4*03
867,ighv1-46*04,ighd2-8*02,ighj4*03
868,ighv1-46*04,ighd2-15*01,ighj4*03
869,ighv2-26*02,ighd4-4*01,ighj4*03
870,ighv1-69-2*01,ighd2-15*01,ighj4*03
871,ighv3-23*04,ighd3-10*02,ighj6*01
872,ighv1-46*03,ighd3-10*01,ighj4*02
873,ighv3-11*05,ighd6-19*01,ighj5*02
874,ighv1-18*03,ighd1-26*01,ighj4*02
875,ighv1-24*01,ighd6-25*01,ighj4*02
876,ighv4-34*09,ighd2-2*02,ighj4*02
877,ighv1-18*03,ighd6-13*01,ighj4*02
878,ighv1-69d*01,ighd6-13*01,ighj5*02
879,ighv1-69-2*01,ighd3-9*01,ighj6*01
880,ighv1-69d*01,ighd5-5*01,ighj4*02
881,ighv3-66*03,ighd5-18*01,ighj6*04
882,ighv4-61*08,ighd2-2*01,ighj4*03
883,ighv2-26*02,ighd1-20*01,ighj4*03
884,ighv3-53*02,ighd3-10*02,ighj6*01
885,ighv1-2*07,ighd5-12*01,ighj5*01
886,ighv2-5*01,ighd2-21*01,ighj4*02
887,ighv4-38-2*01,ighd2-15*01,ighj4*02
888,ighv1-45*01,ighd3-22*01,ighj4*03
889,ighv3-21*06,ighd3-3*02,ighj4*03
890,ighv1-3*02,ighd1-1*01,ighj4*02
891,ighv1-58*01,ighd3-3*01,ighj6*04
892,ighv3-30-5*01,ighd4-4*01,ighj4*02
893,ighv4-61*08,ighd3-10*02,ighj6*01
894,ighv3-30-5*01,ighd3-10*01,ighj4*02
895,ighv3-21*06,ighd6-6*01,ighj4*03
896,ighv3-30*04,ighd3-22*01,ighj3*02
897,ighv3-15*06,ighd1-26*01,ighj5*01
898,ighv3-9*02,ighd2-15*01,ighj3*02
899,ighv2-70*20,ighd5-12*01,ighj3*02
900,ighv2-70d*14,ighd6-25*01,ighj6*04
901,ighv3-15*05,ighd2-8*01,ighj4*02
902,ighv1-18*03,ighd3-22*01,ighj5*02
903,ighv2-70*20,ighd2-21*02,ighj6*01
904,ighv1-58*02,ighd3-10*02,ighj5*01
905,ighv3-49*05,ighd1-20*01,ighj5*01
906,ighv3-21*02,ighd2-15*01,ighj3*01
907,ighv1-69*09,ighd3-22*01,ighj4*02
908,ighv1-69-2*01,ighd3-16*02,ighj4*03
909,ighv1-46*03,ighd3-9*01,ighj4*02
910,ighv2-26*03,ighd2-2*02,ighj4*02
911,ighv1-3*02,ighd3-22*01,ighj4*02
912,ighv2-5*02,ighd3-16*02,ighj5*01
913,ighv1-2*07,ighd3-9*01,ighj4*03
914,ighv1-45*02,ighd1-26*01,ighj4*02
915,ighv2-5*01,ighd2-21*01,ighj4*02
916,ighv2-70*10,ighd5-18*01,ighj6*04
917,ighv6-1*02,ighd2-8*02,ighj4*03
918,ighv1-69*14,ighd6-6*01,ighj6*01
919,ighv1-2*06,ighd2-21*01,ighj4*02
920,ighv3-49*05,ighd1-1*01,ighj5*01
921,ighv3-53*02,ighd4-4*01,ighj4*03
922,ighv5-10-1*03,ighd6-6*01,ighj4*02
923,ighv5-51*07,ighd6-19*01,ighj5*01
924,ighv1-69*14,ighd2-8*02,ighj2*01
925,ighv3-66*03,ighd1-1*01,ighj4*02
926,ighv2-70d*04,ighd1-7*01,ighj4*03
927,ighv2-5*01,ighd3-22*01,ighj6*04
928,ighv3-23*04,ighd2-8*02,ighj4*03
929,ighv1-58*02,ighd2-2*01,ighj4*03
930,ighv3-43d*04,ighd3-3*01,ighj4*02
931,ighv1-46*04,ighd5-18*01,ighj1*01
932,ighv2-70*20,ighd6-25*01,ighj4*03
933,ighv3-48*03,ighd3-9*01,ighj4*02
934,ighv2-70d*04,ighd5-18*01,ighj3*02
935,ighv6-1*02,ighd3-16*02,ighj5*01
936,ighv1-69*09,ighd5-5*01,ighj4*02
937,ighv1-69d*01,ighd2-8*01,ighj4*02
938,ighv1-2*06,ighd6-19*01,ighj6*04
939,ighv1-18*03,ighd6-6*01,ighj6*04
940,ighv3-9*01,ighd3-16*01,ighj2*01
941,ighv3-49*01,ighd3-3*01,ighj5*02
942,ighv1-18*04,ighd6-19*01,ighj4*03
943,ighv2-26*03,ighd3-10*01,ighj4*02
944,ighv1-58*02,ighd6-6*01,ighj1*01
945,ighv4-28*06,ighd2-2*01,ighj4*03
946,ighv1-45*02,ighd3-16*01,ighj5*02
947,ighv4-61*02,ighd4-17*01,ighj5*02
948,ighv3-48*03,ighd3-3*01,ighj6*04
949,ighv3-23*04,ighd3-16*02,ighj6*01
950,ighv1-3*02,ighd2-15*01,ighj4*02
951,ighv7-4-1*02,ighd1-26*01,ighj3*01
952,ighv2-26*03,ighd6-25*01,ighj4*02
953,ighv1-58*01,ighd3-16*01,ighj3*01
954,ighv3-15*06,ighd6-6*01,ighj4*03
955,ighv3-20*04,ighd6-13*01,ighj3*01
956,ighv1-8*02,ighd5-18*01,ighj4*03
957,ighv1-3*03,ighd1-7*01,ighj4*03
958,ighv1-69*14,ighd3-22*01,ighj6*01
959,ighv5-51*07,ighd4-17*01,ighj4*03
960,ighv2-26*02,ighd2-8*02,ighj1*01
961,ighv2-5*01,ighd3-16*01,ighj3*01
962,ighv3-49*05,ighd3-9*01,ighj4*03
963,ighv1-69-2*01,ighd6-25*01,ighj4*02
964,ighv2-26*02,ighd1-20*01,ighj4*03
965,ighv3-74*02,ighd1-7*01,ighj4*03
966,ighv3-9*02,ighd4-17*01,ighj6*01
967,ighv1-58*02,ighd2-2*01,ighj4*03
968,ighv1-69d*01,ighd6-19*01,ighj6*04
969,ighv4-61*02,ighd5-18*01,ighj5*02
970,ighv3-23d*01,ighd1-26*01,ighj6*04
971,ighv1-45*01,ighd4-17*01,ighj5*01
972,ighv1-69*09,ighd3-16*01,ighj4*02
973,ighv1-2*06,ighd2-2*02,ighj5*02
974,ighv4-61*02,ighd4-4*01,ighj4*02
975,ighv1-45*01,ighd6-6*01,ighj4*03
976,ighv1-2*07,ighd6-6*01,ighj6*01
977,ighv1-69*14,ighd6-13*01,ighj6*01
978,ighv1-69-2*01,ighd5-18*01,ighj4*02
979,ighv3-23d*01,ighd6-19*01,ighj4*03
980,ighv1-69-2*01,ighd6-19*01,ighj4*02
981,ighv1-69d*01,ighd5-18*01,ighj3*01
982,ighv3-73*02,ighd3-10*01,ighj3*01
983,ighv1-2*06,ighd3-16*01,ighj1*01
984,ighv3-53*02,ighd3-3*02,ighj4*03
985,ighv1-69d*01,ighd6-19*01,ighj3*01
986,ighv1-18*03,ighd6-25*01,ighj6*04
987,ighv3-74*03,ighd4-4*01,ighj4*02
988,ighv3-9*02,ighd6-19*01,ighj4*03
989,ighv2-70d*04,ighd3-9*01,ighj4*03
990,ighv4-28*05,ighd3-22*01,ighj4*02
991,ighv1-69*14,ighd3-22*01,ighj4*03
992,ighv2-70*10,ighd2-21*01,ighj4*02
993,ighv4-30-4*01,ighd1-1*01,ighj5*02
994,ighv1-45*02,ighd6-25*01,ighj4*02
995,ighv1-24*01,ighd2-8*02,ighj4*03
996,ighv1-3*03,ighd2-2*01,ighj4*03
997,ighv2-70d*14,ighd2-2*02,ighj4*02
998,ighv3-73*01,ighd6-6*01,ighj4*03
999,ighv1-69d*01,ighd1-26*01,ighj4*03
1000,ighv5-10-1*04,ighd1-20*01,ighj4*03
1001,ighv2-5*01,ighd5-12*01,ighj4*02
1002,ighv2-26*03,ighd3-3*01,ighj1*01
1003,ighv3-23*04,ighd5-18*01,ighj4*03
1004,ighv1-45*01,ighd3-16*02,ighj4*03
1005,ighv1-69-2*01,ighd6-13*01,ighj4*03
1006,ighv1-45*01,ighd6-19*01,ighj4*03
1007,ighv3-53*02,ighd1-20*01,ighj4*03
1008,ighv1-24*01,ighd3-3*02,ighj4*03
1009,ighv2-70d*04,ighd6-6*01,ighj6*01
1010,ighv6-1*02,ighd5-12*01,ighj4*03
1011,ighv3-20*04,ighd6-13*01,ighj6*04
1012,ighv1-46*04,ighd6-19*01,ighj4*03
1013,ighv3-43d*03,ighd3-9*01,ighj4*03
1014,ighv1-69-2*01,ighd4-17*01,ighj3*01
1015,ighv3-66*01,ighd5-12*01,ighj4*03
1016,ighv2-70d*14,ighd6-25*01,ighj4*02
1017,ighv3-74*03,ighd1-20*01,ighj3*01
1018,ighv3-66*01,ighd4-4*01,ighj6*01
1019,ighv1-69d*01,ighd2-21*01,ighj4*02
1020,ighv1-46*03,ighd3-10*01,ighj4*02
