sequence_number,V_allele,D_allele,J_allele
510,ighv3-23d*01,ighd3-9*01,ighj3*01
511,ighv1-45*02,ighd5-18*01,ighj6*04
512,ighv2-26*03,ighd1-1*01,ighj4*02
513,ighv3-11*06,ighd5-12*01,ighj4*03
514,ighv2-5*02,ighd2-8*02,ighj4*03
515,ighv3-nl1*01,ighd6-6*01,ighj4*02
516,ighv1-58*01,ighd5-18*01,ighj4*02
517,ighv2-70d*04,ighd6-6*01,ighj6*01
518,ighv1-3*02,ighd2-21*01,ighj5*02
519,ighv2-70d*04,ighd3-3*02,ighj5*01
520,ighv2-26*03,ighd2-2*02,ighj4*02
521,ighv4-4*01,ighd3-22*01,ighj4*02
522,ighv3-62*04,ighd2-21*02,ighj4*03
523,ighv2-70*10,ighd1-20*01,ighj6*04
524,ighv1-2*07,ighd3-9*01,ighj4*03
525,ighv4-30-4*02,ighd4-4*01,ighj4*03
526,ighv3-43*02,ighd6-25*01,ighj6*04
527,ighv1-58*02,ighd1-7*01,ighj6*01
528,ighv1-3*03,ighd2-21*02,ighj6*01
529,ighv1-58*01,ighd5-5*01,ighj3*01
530,ighv4-38-2*01,ighd3-10*01,ighj4*02
531,ighv3-nl1*01,ighd1-20*01,ighj4*02
532,ighv2-5*02,ighd1-20*01,ighj5*01
533,ighv3-21*02,ighd2-21*01,ighj5*02
534,ighv1-8*02,ighd1-26*01,ighj6*01
535,ighv1-69d*01,ighd3-9*01,ighj4*03
536,ighv1-45*02,ighd3-3*01,ighj4*02
537,ighv2-26*03,ighd3-22*01,ighj3*01
538,ighv1-3*02,ighd4-4*01,ighj4*02
539,ighv1-3*02,ighd7-27*01,ighj3*01
540,ighv1-8*01,ighd2-2*02,ighj2*01
541,ighv1-2*07,ighd2-21*02,ighj4*03
542,ighv1-69*09,ighd6-25*01,ighj4*02
543,ighv3-74*03,ighd2-2*02,ighj4*02
544,ighv1-69d*01,ighd2-8*02,ighj4*03
545,ighv3-66*01,ighd2-2*01,ighj6*01
546,ighv1-69*09,ighd6-25*01,ighj5*02
547,ighv1-69-2*01,ighd3-16*01,ighj4*02
548,ighv2-5*01,ighd6-6*01,ighj4*02
549,ighv3-49*05,ighd6-13*01,ighj6*01
550,ighv1-2*07,ighd4-4*01,ighj4*03
551,ighv1-24*01,ighd6-13*01,ighj4*02
552,ighv1-24*01,ighd6-6*01,ighj4*03
553,ighv3-21*06,ighd6-13*01,ighj5*01
554,ighv4-61*02,ighd6-6*01,ighj3*01
555,ighv3-66*03,ighd6-25*01,ighj6*04
556,ighv3-13*05,ighd3-10*02,ighj3*02
557,ighv1-24*01,ighd5-18*01,ighj4*02
558,ighv2-70*20,ighd2-15*01,ighj4*03
559,ighv3-11*05,ighd3-10*01,ighj4*02
560,ighv5-51*07,ighd3-10*02,ighj4*03
561,ighv3-74*03,ighd6-13*01,ighj4*02
562,ighv3-20*01,ighd2-2*01,ighj4*03
563,ighv3-30*04,ighd2-2*01,ighj4*03
564,ighv1-58*02,ighd2-2*01,ighj5*01
565,ighv1-45*02,ighd3-9*01,ighj4*02
566,ighv3-49*01,ighd2-15*01,ighj4*02
567,ighv5-10-1*04,ighd5-18*01,ighj4*03
568,ighv4-4*08,ighd3-9*01,ighj4*03
569,ighv2-70d*14,ighd5-5*01,ighj6*04
570,ighv3-9*02,ighd1-26*01,ighj4*03
571,ighv1-69-2*01,ighd2-8*01,ighj6*04
572,ighv3-23d*01,ighd6-6*01,ighj4*03
573,ighv2-26*03,ighd3-10*01,ighj4*02
574,ighv3-23d*01,ighd2-21*01,ighj4*02
575,ighv3-74*03,ighd1-1*01,ighj6*04
576,ighv2-70d*04,ighd6-19*01,ighj4*03
577,ighv1-69-2*01,ighd6-13*01,ighj5*02
578,ighv1-69*09,ighd5-12*01,ighj3*01
579,ighv1-8*01,ighd5-5*01,ighj5*02
580,ighv1-18*04,ighd4-17*01,ighj4*03
581,ighv5-10-1*04,ighd3-3*02,ighj3*02
582,ighv2-5*01,ighd1-1*01,ighj4*02
583,ighv2-5*02,ighd6-13*01,ighj4*03
584,ighv2-70d*14,ighd2-2*02,ighj5*02
585,ighv3-nl1*01,ighd6-25*01,ighj5*01
586,ighv2-70*20,ighd6-13*01,ighj4*03
587,ighv1-69*09,ighd1-1*01,ighj6*04
588,ighv1-24*01,ighd2-2*02,ighj6*04
589,ighv1-69d*01,ighd1-26*01,ighj1*01
590,ighv2-70*20,ighd2-21*02,ighj4*03
591,ighv3-21*02,ighd3-16*01,ighj1*01
592,ighv1-8*01,ighd3-10*01,ighj2*01
593,ighv2-70d*04,ighd3-10*02,ighj6*01
594,ighv3-nl1*01,ighd2-15*01,ighj4*03
595,ighv6-1*02,ighd6-25*01,ighj3*02
596,ighv3-48*03,ighd3-3*01,ighj4*02
597,ighv1-24*01,ighd6-6*01,ighj4*02
598,ighv1-69d*01,ighd5-18*01,ighj4*03
599,ighv4-39*06,ighd3-16*01,ighj4*02
600,ighv3-nl1*01,ighd2-2*01,ighj6*01
601,ighv1-58*01,ighd3-3*01,ighj3*01
602,ighv1-69d*01,ighd2-15*01,ighj4*03
603,ighv5-51*07,ighd2-8*02,ighj3*02
604,ighv1-2*07,ighd5-18*01,ighj4*03
605,ighv1-46*03,ighd2-21*01,ighj5*02
606,ighv3-11*05,ighd3-10*01,ighj4*02
607,ighv1-69-2*01,ighd3-3*02,ighj4*03
608,ighv3-43*02,ighd3-16*01,ighj4*02
609,ighv1-69d*01,ighd6-6*01,ighj6*01
610,ighv1-69*09,ighd3-10*01,ighj5*02
611,ighv3-53*01,ighd2-8*01,ighj4*02
612,ighv1-69*09,ighd3-3*01,ighj6*04
613,ighv1-69*09,ighd3-16*01,ighj4*02
614,ighv3-43*01,ighd1-7*01,ighj4*03
615,ighv1-18*04,ighd6-25*01,ighj4*03
616,ighv1-45*02,ighd5-18*01,ighj6*04
617,ighv1-18*04,ighd4-17*01,ighj4*03
618,ighv1-58*01,ighd3-22*01,ighj6*04
619,ighv3-49*05,ighd6-6*01,ighj3*02
620,ighv1-69*09,ighd6-19*01,ighj3*01
621,ighv4-59*01,ighd3-3*01,ighj2*01
622,ighv1-3*03,ighd3-16*02,ighj4*03
623,ighv2-26*02,ighd1-1*01,ighj2*01
624,ighv2-70*20,ighd3-3*02,ighj4*03
625,ighv1-69*14,ighd3-3*02,ighj5*01
626,ighv3-30-5*01,ighd7-27*01,ighj4*02
627,ighv2-70*10,ighd3-16*01,ighj4*02
628,ighv1-58*01,ighd6-25*01,ighj4*02
629,ighv1-69d*01,ighd3-22*01,ighj4*02
630,ighv3-62*04,ighd5-5*01,ighj6*04
631,ighv4-38-2*02,ighd2-8*02,ighj4*03
632,ighv2-70d*04,ighd1-26*01,ighj4*03
633,ighv6-1*01,ighd3-3*01,ighj6*04
634,ighv1-3*03,ighd5-18*01,ighj3*02
635,ighv6-1*02,ighd3-10*02,ighj4*03
636,ighv1-18*03,ighd3-16*01,ighj4*02
637,ighv3-30*04,ighd2-21*02,ighj4*03
638,ighv3-53*02,ighd1-26*01,ighj6*01
639,ighv1-24*01,ighd3-10*01,ighj4*02
640,ighv1-45*02,ighd6-19*01,ighj4*02
641,ighv2-5*01,ighd2-2*02,ighj4*02
642,ighv1-8*02,ighd5-18*01,ighj3*02
643,ighv1-69*09,ighd3-16*01,ighj6*04
644,ighv1-45*02,ighd3-16*01,ighj4*02
645,ighv1-18*04,ighd6-6*01,ighj4*03
646,ighv3-53*01,ighd3-3*01,ighj4*02
647,ighv1-46*03,ighd1-7*01,ighj4*02
648,ighv3-64*05,ighd3-22*01,ighj6*04
649,ighv5-10-1*03,ighd5-18*01,ighj6*04
650,ighv1-8*02,ighd3-3*02,ighj4*03
651,ighv1-46*03,ighd6-25*01,ighj5*02
652,ighv2-5*02,ighd1-1*01,ighj4*03
653,ighv1-69-2*01,ighd5-5*01,ighj1*01
654,ighv1-58*01,ighd3-3*01,ighj4*02
655,ighv1-69d*01,ighd4-17*01,ighj6*04
656,ighv1-24*01,ighd6-13*01,ighj4*02
657,ighv3-72*01,ighd2-21*02,ighj4*03
658,ighv1-69d*01,ighd6-6*01,ighj4*02
659,ighv3-20*04,ighd6-19*01,ighj4*02
660,ighv2-70d*14,ighd7-27*01,ighj6*04
661,ighv3-73*02,ighd5-12*01,ighj4*02
662,ighv1-3*03,ighd3-10*02,ighj3*02
663,ighv4-34*09,ighd3-10*01,ighj2*01
664,ighv5-51*07,ighd2-15*01,ighj3*02
665,ighv3-64d*09,ighd3-22*01,ighj4*02
666,ighv1-18*04,ighd2-15*01,ighj4*03
667,ighv3-9*02,ighd5-5*01,ighj4*03
668,ighv1-69d*01,ighd3-22*01,ighj6*01
669,ighv1-3*02,ighd3-3*01,ighj1*01
670,ighv1-24*01,ighd2-15*01,ighj6*01
671,ighv3-20*04,ighd2-21*01,ighj6*04
672,ighv4-34*09,ighd2-15*01,ighj2*01
673,ighv3-13*01,ighd4-17*01,ighj4*02
674,ighv3-23d*01,ighd5-18*01,ighj1*01
675,ighv4-31*02,ighd6-13*01,ighj6*01
676,ighv1-2*07,ighd6-6*01,ighj4*03
677,ighv1-8*01,ighd1-1*01,ighj4*02
678,ighv3-66*01,ighd6-25*01,ighj4*03
679,ighv2-70*20,ighd3-10*02,ighj5*01
680,ighv7-4-1*02,ighd1-1*01,ighj4*02
681,ighv1-58*02,ighd3-16*02,ighj4*03
682,ighv3-9*01,ighd3-16*01,ighj3*01
683,ighv5-51*03,ighd2-15*01,ighj4*02
684,ighv3-43*01,ighd3-16*02,ighj5*01
685,ighv1-69-2*01,ighd2-2*01,ighj4*03
686,ighv1-24*01,ighd6-19*01,ighj4*03
687,ighv1-58*02,ighd2-21*02,ighj4*03
688,ighv1-18*04,ighd5-12*01,ighj2*01
689,ighv1-18*04,ighd3-10*02,ighj4*03
690,ighv3-53*02,ighd5-18*01,ighj4*03
691,ighv4-4*08,ighd5-5*01,ighj4*03
692,ighv2-26*02,ighd6-6*01,ighj3*02
693,ighv1-69*09,ighd3-16*01,ighj4*02
694,ighv2-26*03,ighd5-12*01,ighj4*02
695,ighv1-69d*01,ighd3-3*02,ighj4*03
696,ighv1-3*02,ighd6-6*01,ighj4*02
697,ighv1-24*01,ighd2-2*02,ighj6*04
698,ighv2-26*03,ighd6-25*01,ighj3*01
699,ighv3-30*04,ighd6-13*01,ighj5*01
700,ighv2-5*01,ighd6-6*01,ighj4*02
701,ighv3-9*01,ighd1-1*01,ighj3*01
702,ighv1-24*01,ighd1-26*01,ighj4*02
703,ighv1-24*01,ighd4-17*01,ighj4*02
704,ighv3-30-5*02,ighd3-9*01,ighj6*01
705,ighv3-11*06,ighd2-8*02,ighj4*03
706,ighv1-69d*01,ighd1-1*01,ighj4*03
707,ighv1-58*01,ighd2-8*01,ighj5*02
708,ighv1-45*02,ighd3-10*01,ighj6*04
709,ighv1-46*04,ighd1-7*01,ighj3*02
710,ighv3-43d*04,ighd2-15*01,ighj4*02
711,ighv1-18*04,ighd1-1*01,ighj6*01
712,ighv1-69d*01,ighd5-18*01,ighj5*01
713,ighv1-8*02,ighd3-3*02,ighj4*03
714,ighv3-30*03,ighd3-10*01,ighj6*04
715,ighv1-58*02,ighd5-5*01,ighj5*01
716,ighv4-39*01,ighd3-10*02,ighj4*03
717,ighv1-3*02,ighd7-27*01,ighj3*01
718,ighv3-43*02,ighd3-10*01,ighj4*02
719,ighv3-72*01,ighd3-3*01,ighj4*02
720,ighv3-73*01,ighd5-18*01,ighj4*03
721,ighv3-11*05,ighd4-17*01,ighj4*02
722,ighv3-62*04,ighd5-18*01,ighj4*03
723,ighv3-43*02,ighd1-7*01,ighj6*04
724,ighv1-69d*01,ighd6-19*01,ighj6*01
725,ighv3-9*02,ighd3-3*02,ighj3*02
726,ighv1-58*02,ighd3-10*02,ighj4*03
727,ighv1-18*04,ighd5-12*01,ighj6*01
728,ighv3-13*05,ighd3-22*01,ighj4*03
729,ighv3-23*04,ighd5-18*01,ighj4*03
730,ighv1-3*03,ighd3-10*02,ighj6*01
731,ighv1-24*01,ighd3-16*02,ighj4*03
732,ighv1-24*01,ighd1-7*01,ighj4*02
733,ighv3-66*03,ighd4-17*01,ighj4*02
734,ighv3-64*05,ighd1-1*01,ighj4*02
735,ighv3-73*02,ighd4-17*01,ighj4*02
736,ighv1-69d*01,ighd1-26*01,ighj5*01
737,ighv3-7*05,ighd2-21*01,ighj5*02
738,ighv1-69*14,ighd2-21*02,ighj4*03
739,ighv1-58*01,ighd1-26*01,ighj4*02
740,ighv1-24*01,ighd6-19*01,ighj6*04
741,ighv1-2*07,ighd6-25*01,ighj1*01
742,ighv3-9*02,ighd6-25*01,ighj5*01
743,ighv3-nl1*01,ighd1-1*01,ighj6*04
744,ighv3-20*01,ighd3-3*02,ighj4*03
745,ighv1-3*02,ighd2-2*02,ighj5*02
746,ighv4-30-2*03,ighd4-17*01,ighj4*02
747,ighv2-26*03,ighd3-10*01,ighj2*01
748,ighv2-70d*04,ighd5-18*01,ighj4*03
749,ighv1-45*01,ighd6-25*01,ighj3*02
750,ighv3-23*04,ighd4-4*01,ighj4*03
751,ighv3-74*03,ighd4-17*01,ighj4*02
752,ighv1-58*01,ighd2-2*02,ighj4*02
753,ighv2-70*20,ighd6-13*01,ighj3*02
754,ighv3-7*03,ighd1-26*01,ighj2*01
755,ighv1-24*01,ighd2-21*01,ighj4*02
756,ighv1-3*02,ighd5-18*01,ighj6*04
757,ighv2-5*01,ighd3-16*01,ighj6*04
758,ighv1-69-2*01,ighd4-4*01,ighj4*02
759,ighv1-58*01,ighd5-18*01,ighj3*01
760,ighv1-46*03,ighd6-13*01,ighj5*02
761,ighv2-5*01,ighd2-2*02,ighj4*02
762,ighv3-11*06,ighd4-17*01,ighj5*01
763,ighv3-43*01,ighd2-2*01,ighj4*03
764,ighv2-26*02,ighd3-9*01,ighj5*01
765,ighv3-nl1*01,ighd3-9*01,ighj4*02
766,ighv1-69d*01,ighd6-6*01,ighj6*01
767,ighv4-30-4*01,ighd7-27*01,ighj6*04
768,ighv2-26*03,ighd6-6*01,ighj4*02
769,ighv1-58*02,ighd3-3*02,ighj6*01
770,ighv3-13*01,ighd6-6*01,ighj3*01
771,ighv2-26*02,ighd5-12*01,ighj4*03
772,ighv2-5*02,ighd3-22*01,ighj6*01
773,ighv4-30-4*02,ighd3-10*02,ighj5*01
774,ighv5-51*07,ighd3-3*02,ighj4*03
775,ighv1-8*02,ighd1-26*01,ighj3*02
776,ighv3-66*03,ighd2-21*01,ighj4*02
777,ighv2-70d*04,ighd1-20*01,ighj4*03
778,ighv2-70*10,ighd1-7*01,ighj3*01
779,ighv1-2*07,ighd6-13*01,ighj4*03
780,ighv1-58*01,ighd2-2*02,ighj6*04
781,ighv1-18*03,ighd5-5*01,ighj4*02
782,ighv1-46*04,ighd2-15*01,ighj4*03
783,ighv4-4*08,ighd5-5*01,ighj3*02
784,ighv5-10-1*04,ighd3-10*02,ighj6*01
785,ighv2-70*20,ighd1-1*01,ighj4*03
786,ighv3-21*06,ighd3-9*01,ighj6*01
787,ighv1-46*03,ighd1-7*01,ighj6*04
788,ighv3-53*01,ighd3-9*01,ighj4*02
789,ighv2-26*03,ighd6-25*01,ighj6*04
790,ighv7-4-1*02,ighd1-26*01,ighj5*02
791,ighv1-69d*01,ighd5-5*01,ighj4*02
792,ighv1-69*14,ighd4-17*01,ighj4*03
793,ighv1-58*02,ighd4-17*01,ighj4*03
794,ighv1-45*02,ighd6-19*01,ighj4*02
795,ighv2-26*03,ighd6-25*01,ighj6*04
796,ighv1-69*14,ighd2-2*01,ighj4*03
797,ighv7-4-1*01,ighd1-26*01,ighj4*03
798,ighv3-66*03,ighd3-9*01,ighj5*02
799,ighv3-73*02,ighd2-21*01,ighj4*02
800,ighv1-2*07,ighd6-6*01,ighj4*03
801,ighv4-31*10,ighd5-18*01,ighj4*02
802,ighv2-70d*04,ighd6-25*01,ighj4*03
803,ighv1-18*03,ighd3-3*01,ighj2*01
804,ighv2-70d*04,ighd1-20*01,ighj6*01
805,ighv3-20*04,ighd3-10*01,ighj4*02
806,ighv2-70*10,ighd5-5*01,ighj4*02
807,ighv1-18*04,ighd6-6*01,ighj6*01
808,ighv2-26*02,ighd3-10*02,ighj3*02
809,ighv1-2*06,ighd6-19*01,ighj3*01
810,ighv3-43*02,ighd1-7*01,ighj4*02
811,ighv3-48*03,ighd2-8*01,ighj6*04
812,ighv3-48*03,ighd6-25*01,ighj6*04
813,ighv2-70*20,ighd3-22*01,ighj5*01
814,ighv1-3*03,ighd6-6*01,ighj4*03
815,ighv1-2*07,ighd2-8*02,ighj5*01
816,ighv6-1*01,ighd5-18*01,ighj4*02
817,ighv1-45*01,ighd3-10*02,ighj5*01
818,ighv1-69d*01,ighd2-2*01,ighj4*03
819,ighv1-58*01,ighd2-8*01,ighj4*02
820,ighv2-70*20,ighd2-8*02,ighj6*01
821,ighv1-45*02,ighd5-5*01,ighj4*02
822,ighv2-70d*04,ighd3-22*01,ighj3*02
823,ighv2-70d*14,ighd6-19*01,ighj3*01
824,ighv3-74*02,ighd2-2*01,ighj4*03
825,ighv2-70*20,ighd3-3*02,ighj6*01
826,ighv1-2*07,ighd3-9*01,ighj4*03
827,ighv1-69d*01,ighd2-21*02,ighj4*03
828,ighv3-53*02,ighd5-5*01,ighj3*02
829,ighv1-3*03,ighd6-6*01,ighj4*03
830,ighv2-26*03,ighd3-3*01,ighj4*02
831,ighv3-53*01,ighd4-4*01,ighj5*02
832,ighv3-23d*01,ighd6-13*01,ighj4*02
833,ighv3-7*03,ighd1-1*01,ighj4*03
834,ighv2-70*20,ighd3-22*01,ighj4*03
835,ighv2-5*02,ighd2-8*02,ighj4*03
836,ighv1-24*01,ighd6-13*01,ighj3*01
837,ighv1-58*01,ighd4-4*01,ighj6*04
838,ighv2-70d*04,ighd6-25*01,ighj3*02
839,ighv3-48*04,ighd1-1*01,ighj5*01
840,ighv3-43d*04,ighd5-5*01,ighj4*02
841,ighv3-43d*04,ighd6-19*01,ighj4*02
842,ighv3-11*06,ighd3-3*02,ighj5*01
843,ighv2-26*02,ighd6-6*01,ighj6*01
844,ighv3-53*02,ighd6-6*01,ighj6*01
845,ighv4-39*01,ighd3-16*02,ighj3*02
846,ighv1-58*02,ighd3-9*01,ighj3*02
847,ighv2-26*03,ighd1-1*01,ighj6*04
848,ighv2-5*01,ighd2-2*02,ighj5*02
849,ighv3-11*06,ighd5-12*01,ighj5*01
850,ighv3-23d*01,ighd6-13*01,ighj6*01
851,ighv3-30-5*01,ighd3-9*01,ighj6*04
852,ighv2-70d*04,ighd3-3*02,ighj3*02
853,ighv1-8*02,ighd3-9*01,ighj3*02
854,ighv3-23d*01,ighd4-17*01,ighj5*01
855,ighv1-45*02,ighd2-15*01,ighj3*01
856,ighv6-1*02,ighd6-25*01,ighj4*03
857,ighv3-49*01,ighd2-15*01,ighj3*01
858,ighv1-3*03,ighd5-5*01,ighj4*03
859,ighv3-20*01,ighd3-3*02,ighj4*03
860,ighv1-24*01,ighd2-15*01,ighj6*01
861,ighv1-3*03,ighd2-8*02,ighj6*01
862,ighv1-58*02,ighd6-13*01,ighj4*03
863,ighv1-69*14,ighd1-7*01,ighj4*03
864,ighv3-30*03,ighd3-16*01,ighj6*04
865,ighv1-69d*01,ighd1-1*01,ighj6*01
866,ighv3-7*03,ighd6-6*01,ighj3*02
867,ighv4-59*01,ighd6-13*01,ighj4*02
868,ighv3-43d*04,ighd2-8*01,ighj4*02
869,ighv1-24*01,ighd4-4*01,ighj5*02
870,ighv2-5*01,ighd6-25*01,ighj4*02
871,ighv1-46*04,ighd6-13*01,ighj4*03
872,ighv1-2*07,ighd6-19*01,ighj4*03
873,ighv2-26*03,ighd4-17*01,ighj1*01
874,ighv3-15*05,ighd4-17*01,ighj4*02
875,ighv1-3*02,ighd6-25*01,ighj6*04
876,ighv3-73*01,ighd3-3*02,ighj4*03
877,ighv3-7*05,ighd1-7*01,ighj4*02
878,ighv2-26*03,ighd5-18*01,ighj3*01
879,ighv1-69*14,ighd3-22*01,ighj5*01
880,ighv1-3*03,ighd5-12*01,ighj4*03
881,ighv3-23*04,ighd2-8*02,ighj5*01
882,ighv1-45*02,ighd6-25*01,ighj6*04
883,ighv1-69-2*01,ighd2-21*02,ighj4*03
884,ighv1-24*01,ighd3-16*01,ighj2*01
885,ighv2-26*03,ighd6-13*01,ighj4*02
886,ighv3-30-3*03,ighd1-1*01,ighj6*04
887,ighv4-4*01,ighd7-27*01,ighj6*04
888,ighv3-11*06,ighd6-19*01,ighj6*01
889,ighv2-5*02,ighd3-16*02,ighj6*01
890,ighv3-20*04,ighd1-26*01,ighj4*02
891,ighv5-51*03,ighd2-8*01,ighj4*02
892,ighv2-70*10,ighd3-9*01,ighj4*02
893,ighv2-70*10,ighd3-16*01,ighj4*02
894,ighv1-58*02,ighd6-19*01,ighj4*03
895,ighv2-70*10,ighd1-26*01,ighj4*02
896,ighv5-10-1*04,ighd5-5*01,ighj6*01
897,ighv2-70*10,ighd4-4*01,ighj4*02
898,ighv1-69d*01,ighd6-13*01,ighj2*01
899,ighv3-7*05,ighd3-22*01,ighj6*04
900,ighv3-13*01,ighd3-10*01,ighj4*02
901,ighv3-15*05,ighd2-2*02,ighj4*02
902,ighv1-69*14,ighd4-4*01,ighj6*01
903,ighv1-58*01,ighd6-13*01,ighj6*04
904,ighv3-30-3*02,ighd6-19*01,ighj4*03
905,ighv1-69-2*01,ighd1-7*01,ighj4*02
906,ighv1-2*07,ighd3-10*02,ighj5*01
907,ighv3-53*02,ighd4-17*01,ighj4*03
908,ighv2-70d*14,ighd6-19*01,ighj4*02
909,ighv1-69d*01,ighd2-8*02,ighj5*01
910,ighv5-51*07,ighd3-16*02,ighj5*01
911,ighv2-26*02,ighd3-3*02,ighj4*03
912,ighv6-1*01,ighd2-8*01,ighj4*02
913,ighv3-9*02,ighd6-19*01,ighj4*03
914,ighv3-13*01,ighd3-16*01,ighj4*02
915,ighv1-24*01,ighd2-15*01,ighj2*01
916,ighv1-24*01,ighd3-22*01,ighj5*01
917,ighv1-8*01,ighd2-21*01,ighj4*02
918,ighv1-45*02,ighd6-19*01,ighj5*02
919,ighv1-69-2*01,ighd6-19*01,ighj5*01
920,ighv3-66*01,ighd1-20*01,ighj6*01
921,ighv3-23*04,ighd3-9*01,ighj5*01
922,ighv1-3*02,ighd6-13*01,ighj5*02
923,ighv1-58*02,ighd5-18*01,ighj6*01
924,ighv1-8*02,ighd6-25*01,ighj4*03
925,ighv3-43*01,ighd3-16*02,ighj6*01
926,ighv1-46*04,ighd3-3*02,ighj4*03
927,ighv3-66*01,ighd3-9*01,ighj6*01
928,ighv2-5*02,ighd2-21*02,ighj4*03
929,ighv3-11*06,ighd2-15*01,ighj4*03
930,ighv1-24*01,ighd3-16*02,ighj4*03
931,ighv2-5*02,ighd1-1*01,ighj6*01
932,ighv3-13*01,ighd1-7*01,ighj4*02
933,ighv2-70*10,ighd2-21*01,ighj4*02
934,ighv2-26*02,ighd4-17*01,ighj6*01
935,ighv1-69*09,ighd5-5*01,ighj6*04
936,ighv1-46*04,ighd1-7*01,ighj4*03
937,ighv1-24*01,ighd3-10*01,ighj5*02
938,ighv1-2*07,ighd1-1*01,ighj4*03
939,ighv3-43d*03,ighd6-6*01,ighj3*02
940,ighv1-45*02,ighd6-6*01,ighj5*02
941,ighv3-35*02,ighd2-8*02,ighj2*01
942,ighv6-1*02,ighd3-3*02,ighj4*03
943,ighv2-70d*04,ighd3-9*01,ighj4*03
944,ighv1-2*06,ighd1-1*01,ighj3*01
945,ighv1-69d*01,ighd2-2*01,ighj4*03
946,ighv1-18*04,ighd3-9*01,ighj4*03
947,ighv1-8*02,ighd4-4*01,ighj6*01
948,ighv3-7*03,ighd3-22*01,ighj4*03
949,ighv1-69d*01,ighd3-16*01,ighj5*02
950,ighv1-69d*01,ighd3-10*01,ighj6*04
951,ighv1-46*03,ighd4-4*01,ighj4*02
952,ighv1-69-2*01,ighd2-15*01,ighj6*01
953,ighv7-4-1*01,ighd3-9*01,ighj4*03
954,ighv2-70d*14,ighd2-2*02,ighj4*02
955,ighv2-70d*14,ighd2-15*01,ighj3*01
956,ighv3-11*05,ighd4-17*01,ighj6*04
957,ighv1-24*01,ighd6-25*01,ighj3*02
958,ighv1-2*06,ighd1-1*01,ighj4*02
959,ighv2-70d*14,ighd3-22*01,ighj5*02
960,ighv3-43*02,ighd2-2*02,ighj6*04
961,ighv1-2*06,ighd2-21*01,ighj6*04
962,ighv2-5*02,ighd6-13*01,ighj3*02
963,ighv3-33*06,ighd6-6*01,ighj5*02
964,ighv2-26*02,ighd6-13*01,ighj4*03
965,ighv1-45*02,ighd3-3*01,ighj4*02
966,ighv2-26*02,ighd6-6*01,ighj3*02
967,ighv2-5*02,ighd1-26*01,ighj4*03
968,ighv3-43*02,ighd5-5*01,ighj5*02
969,ighv1-8*02,ighd6-13*01,ighj4*03
970,ighv3-23*04,ighd3-10*02,ighj4*03
971,ighv3-13*05,ighd6-25*01,ighj4*03
972,ighv4-4*01,ighd2-8*01,ighj4*02
973,ighv1-46*03,ighd3-3*01,ighj4*02
974,ighv1-18*03,ighd2-8*01,ighj4*02
975,ighv2-26*02,ighd2-8*02,ighj4*03
976,ighv1-69*14,ighd2-2*01,ighj3*02
977,ighv3-73*01,ighd3-3*02,ighj6*01
978,ighv2-26*02,ighd4-17*01,ighj6*01
979,ighv3-73*01,ighd3-10*02,ighj6*01
980,ighv1-2*07,ighd3-9*01,ighj4*03
981,ighv1-58*01,ighd3-16*01,ighj6*04
982,ighv1-18*03,ighd3-16*01,ighj3*01
983,ighv3-64d*06,ighd1-20*01,ighj4*03
984,ighv1-46*03,ighd2-2*02,ighj6*04
985,ighv2-70*20,ighd6-13*01,ighj4*03
986,ighv3-20*01,ighd6-13*01,ighj4*03
987,ighv1-69d*01,ighd6-25*01,ighj5*02
988,ighv3-30*03,ighd1-1*01,ighj4*02
989,ighv2-70*10,ighd6-25*01,ighj6*04
990,ighv1-3*03,ighd3-16*02,ighj4*03
991,ighv1-69d*01,ighd2-2*01,ighj4*03
992,ighv2-26*02,ighd1-1*01,ighj4*03
993,ighv1-69d*01,ighd3-10*02,ighj4*03
994,ighv3-11*06,ighd3-22*01,ighj4*03
995,ighv1-58*02,ighd3-10*02,ighj5*01
996,ighv3-66*01,ighd3-16*02,ighj4*03
997,ighv2-5*01,ighd5-5*01,ighj3*01
998,ighv2-70*20,ighd2-15*01,ighj3*02
999,ighv1-46*03,ighd1-7*01,ighj4*02
1000,ighv1-18*03,ighd3-9*01,ighj4*02
1001,ighv2-70*20,ighd3-10*02,ighj4*03
1002,ighv1-69d*01,ighd4-17*01,ighj6*01
1003,ighv1-69*09,ighd3-16*01,ighj6*04
1004,ighv1-46*03,ighd3-3*01,ighj6*04
1005,ighv3-64d*09,ighd3-9*01,ighj4*02
1006,ighv1-69-2*01,ighd3-9*01,ighj4*02
1007,ighv1-24*01,ighd1-20*01,ighj4*02
1008,ighv2-70*10,ighd3-3*01,ighj6*04
1009,ighv3-23d*01,ighd1-1*01,ighj5*01
1010,ighv2-5*01,ighd5-5*01,ighj4*02
1011,ighv1-45*01,ighd4-17*01,ighj4*03
1012,ighv3-9*01,ighd3-10*01,ighj3*01
1013,ighv1-69-2*01,ighd2-15*01,ighj4*02
1014,ighv1-69*14,ighd5-5*01,ighj4*03
1015,ighv3-64d*09,ighd6-25*01,ighj4*02
1016,ighv1-18*04,ighd3-10*02,ighj2*01
1017,ighv2-26*03,ighd3-3*01,ighj6*04
1018,ighv5-10-1*03,ighd4-17*01,ighj3*01
1019,ighv1-18*04,ighd2-8*02,ighj3*02
1020,ighv1-58*01,ighd3-9*01,ighj4*02
